product_id,name,category,brand,unit_cost,list_price,launch_date
PROD-72879,BrandD Food #337,Food,BrandD,375.87,843.6,2023-08-28
PROD-43254,BrandF Electronics #338,Electronics,BrandF,413.44,798.26,2023-02-06
PROD-74040,BrandA Clothing #339,Clothing,BrandA,382.89,722.77,2023-12-07
PROD-15574,BrandA Clothing #340,Clothing,BrandA,193.45,383.68,2023-04-30
PROD-38968,BrandA Clothing #341,Clothing,BrandA,321.68,617.53,2025-04-11
PROD-45551,BrandD Food #342,Food,BrandD,428.97,724.33,2024-01-03
PROD-17879,BrandD Clothing #343,Clothing,BrandD,77.58,127.06,2022-04-24
PROD-84599,BrandD Home #344,Home,BrandD,195.29,351.2,2023-12-06
PROD-63779,BrandB Food #345,Food,BrandB,30.2,71.69,2021-05-19
PROD-85986,BrandB Home #346,Home,BrandB,205.62,300.71,2021-04-14
PROD-82166,BrandC Food #347,Food,BrandC,386.6,653.24,2024-12-17
PROD-13066,BrandA Electronics #348,Electronics,BrandA,100.12,153.26,2023-06-30
PROD-87881,BrandE Home #349,Home,BrandE,271.86,492.76,2020-04-27
PROD-16258,BrandA Home #350,Home,BrandA,20.22,29.53,2022-02-16
PROD-88404,BrandE Food #351,Food,BrandE,449.03,993.68,2025-11-27
PROD-70288,BrandC Electronics #352,Electronics,BrandC,410.36,584.42,2023-10-28
PROD-83748,BrandF Electronics #353,Electronics,BrandF,263.16,552.19,2025-03-18
PROD-54999,BrandE Food #354,Food,BrandE,353.48,573.08,2023-04-15
PROD-24413,BrandC Clothing #355,Clothing,BrandC,53.75,100.33,2020-04-03
PROD-23442,BrandE Food #356,Food,BrandE,422.91,651.28,2021-01-28
PROD-20684,BrandA Clothing #357,Clothing,BrandA,358.2,779.54,2020-07-20
PROD-82497,BrandB Clothing #358,Clothing,BrandB,61.74,150.52,2024-05-29
PROD-58021,BrandC Electronics #359,Electronics,BrandC,490.38,767.98,2024-07-16
PROD-29484,BrandF Electronics #360,Electronics,BrandF,13.22,32.31,2022-09-28
PROD-21236,BrandE Electronics #361,Electronics,BrandE,315.0,532.45,2024-05-06
PROD-17033,BrandC Home #362,Home,BrandC,87.53,172.38,2023-04-23
PROD-33228,BrandB Food #363,Food,BrandB,360.19,771.49,2024-06-09
PROD-77455,BrandF Home #364,Home,BrandF,37.06,57.04,2024-01-14
PROD-90317,BrandD Food #365,Food,BrandD,42.39,77.73,2022-09-25
PROD-64731,BrandA Home #366,Home,BrandA,234.21,323.54,2023-12-02
PROD-99613,BrandB Clothing #367,Clothing,BrandB,497.02,1061.87,2021-11-29
PROD-45499,BrandF Home #368,Home,BrandF,139.71,251.47,2024-06-29
PROD-39926,BrandF Home #369,Home,BrandF,307.04,727.68,2025-06-25
PROD-72345,BrandF Food #370,Food,BrandF,260.26,423.91,2021-03-29
PROD-22120,BrandA Electronics #371,Electronics,BrandA,421.38,1014.82,2024-01-02
PROD-92024,BrandE Food #372,Food,BrandE,145.72,214.1,2020-08-29
PROD-80212,BrandA Electronics #373,Electronics,BrandA,278.36,564.61,2022-04-07
PROD-13076,BrandE Electronics #374,Electronics,BrandE,475.41,793.64,2024-01-06
PROD-26851,BrandF Food #375,Food,BrandF,167.63,254.49,2021-08-31
PROD-66491,BrandC Home #376,Home,BrandC,220.82,311.96,2021-06-01
PROD-76469,BrandB Electronics #377,Electronics,BrandB,444.63,927.84,2022-04-21
PROD-29635,BrandE Electronics #378,Electronics,BrandE,167.58,264.74,2020-09-08
PROD-77224,BrandA Home #379,Home,BrandA,191.58,380.74,2023-10-02
PROD-52672,BrandD Electronics #380,Electronics,BrandD,153.45,379.84,2020-10-14
PROD-70771,BrandB Electronics #381,Electronics,BrandB,405.15,680.31,2021-12-31
PROD-48158,BrandC Food #382,Food,BrandC,465.33,624.44,2021-11-16
PROD-50882,BrandE Home #383,Home,BrandE,316.29,465.39,2025-10-22
PROD-45098,BrandF Clothing #384,Clothing,BrandF,312.57,451.1,2025-12-13
PROD-24125,BrandC Clothing #385,Clothing,BrandC,196.22,364.17,2020-06-22
PROD-27132,BrandB Clothing #386,Clothing,BrandB,8.22,18.03,2020-12-10
PROD-25090,BrandF Electronics #387,Electronics,BrandF,88.62,146.73,2024-05-23
PROD-82238,BrandC Home #388,Home,BrandC,75.42,111.25,2021-10-16
PROD-48093,BrandB Home #389,Home,BrandB,59.71,123.54,2023-11-12
PROD-44156,BrandF Clothing #390,Clothing,BrandF,327.72,544.48,2025-07-11
PROD-87009,BrandF Clothing #391,Clothing,BrandF,69.9,139.12,2020-12-22
PROD-89847,BrandB Clothing #392,Clothing,BrandB,44.65,108.08,2025-10-12
PROD-31058,BrandA Electronics #393,Electronics,BrandA,192.53,317.6,2020-04-25
PROD-41920,BrandA Clothing #394,Clothing,BrandA,126.01,241.31,2021-05-16
PROD-47056,BrandD Electronics #395,Electronics,BrandD,74.64,169.3,2023-01-17
PROD-85574,BrandB Home #396,Home,BrandB,74.77,159.26,2025-04-13
PROD-70446,BrandD Clothing #397,Clothing,BrandD,129.59,285.33,2023-04-29
PROD-59001,BrandE Food #398,Food,BrandE,269.35,599.86,2020-10-31
PROD-31161,BrandA Clothing #399,Clothing,BrandA,379.53,739.29,2021-06-29
PROD-44706,BrandF Home #400,Home,BrandF,426.68,829.16,2024-07-27
PROD-12596,BrandA Home #401,Home,BrandA,376.21,813.62,2023-05-15
PROD-73362,BrandA Clothing #402,Clothing,BrandA,314.85,672.89,2020-01-29
PROD-92697,BrandE Electronics #403,Electronics,BrandE,454.0,955.25,2023-01-04
PROD-80798,BrandD Food #404,Food,BrandD,260.83,458.69,2022-06-10
PROD-37836,BrandF Electronics #405,Electronics,BrandF,317.41,728.22,2020-01-02
PROD-53442,BrandD Electronics #406,Electronics,BrandD,206.99,327.76,2021-06-26
PROD-96184,BrandC Electronics #407,Electronics,BrandC,165.04,245.39,2025-08-12
PROD-48287,BrandE Home #408,Home,BrandE,167.19,286.6,2024-03-23
PROD-85520,BrandE Electronics #409,Electronics,BrandE,75.86,121.72,2020-06-04
PROD-61967,BrandE Clothing #410,Clothing,BrandE,398.71,835.62,2020-02-05
PROD-54903,BrandC Clothing #411,Clothing,BrandC,29.57,46.64,2022-01-28
PROD-62664,BrandF Food #412,Food,BrandF,337.99,705.65,2022-10-16
PROD-30124,BrandB Clothing #413,Clothing,BrandB,432.5,828.61,2022-09-21
PROD-48293,BrandC Home #414,Home,BrandC,249.72,370.32,2024-03-07
PROD-37391,BrandB Food #415,Food,BrandB,36.96,59.51,2021-01-15
PROD-78189,BrandB Clothing #416,Clothing,BrandB,215.35,414.78,2020-04-12
PROD-65114,BrandB Clothing #417,Clothing,BrandB,172.93,376.94,2024-01-14
PROD-45974,BrandD Home #418,Home,BrandD,492.8,876.15,2025-05-21
PROD-84025,BrandE Home #419,Home,BrandE,346.25,546.87,2021-01-02
PROD-50769,BrandC Clothing #420,Clothing,BrandC,361.24,597.52,2022-03-02
PROD-95796,BrandF Clothing #421,Clothing,BrandF,258.88,366.09,2023-10-05
PROD-64478,BrandC Electronics #422,Electronics,BrandC,355.29,472.6,2020-12-28
PROD-89714,BrandC Electronics #423,Electronics,BrandC,361.84,892.93,2025-02-28
PROD-98816,BrandA Electronics #424,Electronics,BrandA,35.05,49.62,2021-05-09
PROD-39429,BrandF Electronics #425,Electronics,BrandF,112.86,163.63,2023-03-13
PROD-33461,BrandA Electronics #426,Electronics,BrandA,8.46,19.84,2022-01-12
PROD-85206,BrandA Home #427,Home,BrandA,255.88,536.38,2024-01-02
PROD-30875,BrandF Home #428,Home,BrandF,438.15,798.87,2021-03-10
PROD-77688,BrandD Home #429,Home,BrandD,305.56,635.21,2020-08-03
PROD-25919,BrandA Food #430,Food,BrandA,251.1,608.16,2023-01-24
PROD-88286,BrandC Food #431,Food,BrandC,463.13,657.3,2025-03-11
PROD-72049,BrandD Electronics #432,Electronics,BrandD,87.76,139.75,2023-10-19
PROD-56893,BrandA Food #433,Food,BrandA,39.15,91.31,2024-07-14
PROD-50418,BrandE Clothing #434,Clothing,BrandE,458.82,1026.27,2022-08-08
PROD-67353,BrandE Clothing #435,Clothing,BrandE,451.59,1125.86,2020-11-03
PROD-44974,BrandA Home #436,Home,BrandA,342.12,573.63,2022-07-25
PROD-45801,BrandD Home #437,Home,BrandD,124.5,303.02,2025-12-04
PROD-28368,BrandB Electronics #438,Electronics,BrandB,484.94,830.42,2024-09-09
PROD-24205,BrandE Food #439,Food,BrandE,383.14,826.86,2024-03-22
PROD-90202,BrandC Electronics #440,Electronics,BrandC,337.6,796.5,2021-10-21
PROD-77428,BrandB Electronics #441,Electronics,BrandB,113.01,170.07,2023-08-07
PROD-49885,BrandD Electronics #442,Electronics,BrandD,257.52,398.32,2023-09-27
PROD-84855,BrandC Electronics #443,Electronics,BrandC,411.64,822.11,2023-12-05
PROD-64692,BrandC Food #444,Food,BrandC,430.41,995.36,2025-05-11
PROD-63917,BrandF Clothing #445,Clothing,BrandF,281.59,392.74,2024-02-03
PROD-20127,BrandD Electronics #446,Electronics,BrandD,262.35,608.93,2021-04-30
PROD-58444,BrandC Home #447,Home,BrandC,349.45,598.17,2021-04-30
PROD-19717,BrandB Clothing #448,Clothing,BrandB,265.07,473.81,2023-09-20
PROD-71553,BrandD Clothing #449,Clothing,BrandD,210.01,358.66,2025-03-13
PROD-16061,BrandA Clothing #450,Clothing,BrandA,44.54,106.62,2025-09-08
PROD-56281,BrandF Clothing #451,Clothing,BrandF,64.77,94.37,2023-08-29
PROD-43061,BrandA Clothing #452,Clothing,BrandA,380.62,757.1,2023-03-07
PROD-21774,BrandE Food #453,Food,BrandE,14.28,21.1,2024-11-23
PROD-52559,BrandC Home #454,Home,BrandC,28.05,67.72,2025-11-11
PROD-28060,BrandE Clothing #455,Clothing,BrandE,452.51,1021.55,2020-03-02
PROD-32012,BrandC Clothing #456,Clothing,BrandC,352.59,557.3,2021-11-10
PROD-90090,BrandA Electronics #457,Electronics,BrandA,4.1,6.8,2022-01-01
PROD-41470,BrandF Home #458,Home,BrandF,157.4,276.68,2023-05-21
PROD-46354,BrandE Clothing #459,Clothing,BrandE,382.13,682.68,2021-10-08
PROD-10563,BrandA Clothing #460,Clothing,BrandA,209.97,478.9,2021-11-12
PROD-37047,BrandA Home #461,Home,BrandA,235.46,465.61,2020-02-23
PROD-41597,BrandD Food #462,Food,BrandD,230.48,417.98,2020-01-09
PROD-74724,BrandF Electronics #463,Electronics,BrandF,102.66,222.09,2022-09-13
PROD-20725,BrandD Clothing #464,Clothing,BrandD,361.25,668.11,2025-12-26
PROD-93688,BrandA Clothing #465,Clothing,BrandA,53.3,77.49,2021-10-10
PROD-21554,BrandE Home #466,Home,BrandE,254.61,363.83,2021-06-10
PROD-68751,BrandC Clothing #467,Clothing,BrandC,86.64,146.52,2021-08-02
PROD-10405,BrandD Electronics #468,Electronics,BrandD,25.17,50.93,2025-11-03
PROD-83764,BrandC Food #469,Food,BrandC,73.34,107.21,2023-12-26
PROD-72674,BrandA Clothing #470,Clothing,BrandA,434.93,852.53,2023-12-02
PROD-85380,BrandA Electronics #471,Electronics,BrandA,89.72,145.66,2021-02-19
PROD-93815,BrandD Home #472,Home,BrandD,140.63,300.17,2025-06-04
PROD-85059,BrandD Electronics #473,Electronics,BrandD,70.77,94.4,2021-03-07
PROD-65939,BrandB Home #474,Home,BrandB,368.3,686.08,2025-10-21
PROD-85461,BrandA Home #475,Home,BrandA,223.83,305.02,2025-09-18
PROD-18658,BrandE Electronics #476,Electronics,BrandE,471.93,800.68,2023-05-29
PROD-68069,BrandA Food #477,Food,BrandA,332.83,438.9,2025-03-18
PROD-99068,BrandB Home #478,Home,BrandB,266.63,496.71,2025-12-31
PROD-43947,BrandC Food #479,Food,BrandC,329.0,730.52,2023-06-26
PROD-97802,BrandE Food #480,Food,BrandE,22.13,31.43,2024-08-08
PROD-55599,BrandF Electronics #481,Electronics,BrandF,475.43,1037.52,2023-07-18
PROD-52141,BrandD Electronics #482,Electronics,BrandD,478.3,957.09,2023-02-22
PROD-37011,BrandF Food #483,Food,BrandF,139.52,265.86,2022-01-03
PROD-19708,BrandD Electronics #484,Electronics,BrandD,314.89,635.88,2023-12-06
PROD-88872,BrandF Electronics #485,Electronics,BrandF,102.55,174.65,2021-08-08
PROD-74866,BrandB Clothing #486,Clothing,BrandB,274.64,591.14,2021-03-01
PROD-46018,BrandA Electronics #487,Electronics,BrandA,385.85,862.61,2021-08-26
PROD-96532,BrandE Home #488,Home,BrandE,470.03,1049.99,2020-01-25
PROD-26544,BrandF Home #489,Home,BrandF,170.93,277.48,2025-08-09
PROD-80082,BrandE Home #490,Home,BrandE,347.37,724.16,2021-07-16
PROD-50698,BrandC Electronics #491,Electronics,BrandC,358.78,530.17,2024-10-19
PROD-66178,BrandC Clothing #492,Clothing,BrandC,112.13,212.43,2022-08-11
PROD-13351,BrandA Home #493,Home,BrandA,315.26,410.83,2022-01-14
PROD-64974,BrandC Clothing #494,Clothing,BrandC,328.4,503.21,2021-05-14
PROD-71125,BrandE Food #495,Food,BrandE,382.51,787.24,2024-12-04
PROD-98012,BrandA Food #496,Food,BrandA,499.97,1174.55,2023-01-31
PROD-41150,BrandC Clothing #497,Clothing,BrandC,22.04,29.95,2022-09-12
PROD-16580,BrandB Clothing #498,Clothing,BrandB,102.75,202.44,2023-12-13
PROD-15550,BrandC Food #499,Food,BrandC,74.25,153.26,2024-10-25
PROD-23460,BrandE Electronics #500,Electronics,BrandE,78.91,190.87,2023-12-08
