order_id,customer_id,product_id,sale_date,quantity,unit_price,channel,region,currency,revenue,_row_id,_injected_types
ORD-7253925,CUST-59338,PROD-74912,2025-07-20,N/A,--, ONLINE ,EAST  ,  EUR,1316.35,3233,type_mismatch|whitespace_corruption
ORD-1820939,CUST-46325,PROD-80212,2026-02-01,1,523.83,ONLINE,NORTH,EUR,523.83,3234,
ORD-8342301,CUST-20564,PROD-68069,2025-02-20,4,379.6,ONLINE,NORTH,GBP,1518.4,3235,
ORD_4720802,CUST_64980,PROD-28130,2025-01-28,1,640.01,STORE,WEST,EUR,640.01,3236,format_violation
ORD-8121283,CUST-42392,PROD-20684,2025-03-08,2,785.9,ONLINE,NORTH,EUR,1571.8,3237,
ORD-7764383,CUST-70349,PROD-27303,2026-01-21,1,826.42,STORE,EAST,USD,826.42,3238,
ORD-2908046,CUST-39677,PROD-31161,2024-10-08,???,N/A,ONLINE  ,SOUTH ,EUR ,1360.92,3239,type_mismatch|whitespace_corruption
ORD-1889915,CUST-80892,PROD-67353,2024-08-19,3,1022.18,STORE,WEST,EUR,3066.54,3240,duplicates
ORD-3854160,CUST-82418,PROD-97354,2024-03-12,4,455.83,ONLINE,NORTH,EUR,1823.32,3241,
ORD-3933637,CUST-26238,PROD-61572,2025-04-01,4,765.27,MOBILE,EAST,USD,3061.08,3242,
ORD-8321023,CUST-47980,PROD-19717,2027-04-17,4,406.02,STORE,EAST,EUR,1624.08,3243,future_date
ord6136654,CUST_47815,PROD-69073,2026-03-29,9999,0.0001,ONLINE,SOUTH,EUR,919.3,3244,format_violation|out_of_range
ORD-8346070,CUST-47015,PROD-78558,2024-01-02,1,739.11,ONLINE,SOUTH,EUR,739.11,3245,
ORD-2992231,CUST-50856,PROD-12191,2025-11-09,2,151.31,ONLINE,EAST,EUR,302.62,3246,
ORD-7504350,CUST-43609,PROD-56265,2025-05-10,3,62.39,STORE,SOUTH,EUR,187.17,3247,
ORD-9362877,CUST-24955,PROD-52645,2025-10-12,-1.0,16.82,ONLINE,EAST,EUR,-16.82,3248,duplicates|negative_values
ORD-6851980,CUST-62511,PROD-92465,2025-12-09,1,241.52,STORE,NORTH,GBP,241.52,3249,
ORD-4793415,CUSTOMER-GHOST1935,PRODUCT-GHOST1935,2024-01-02,-4.0,617.28,MOBILE,WEST,USD,-2469.12,3250,negative_values|referential_break
ORD-6556632,CUST-35148,PROD-89480,2025-11-26,1,519.14,STORE,SOUTH,EUR,519.14,3251,
ORD-1023804,CUST-29461,PROD-13424,2026-01-09,3,1140.27,STORE,NORTH,EUR,3420.81,3252,
ORD-8174980,CUST-25929,PROD-98816,2025-09-19,3,42.87,STORE,EAST,USD,128.61,3253,
ORD_5504305,CUST_44433,PROD-55599,2026-03-16,9999,0.0001,STORE,NORTH,USD,1057.15,3254,format_violation|out_of_range
ORD-3551136,CUST-42802,PROD-34219,2026-03-19,1,37.25,ONLINE,NORTH,USD,3.95,3255,revenue_inconsistency
ORD-5421184,CUST-17456,PROD-54088,2025-09-18,2,1131.07,MOBILE,EAST,EUR,2262.14,3256,
ORD-4178806,CUST-35180,PROD-79305,2025-07-25,3,380.48,  STORE,  EAST,  EUR,1141.44,3257,whitespace_corruption
ORD-1677840,,,,1,7.06,STORE,EAST,EUR,7.06,3258,nulls
ORD-8191040,CUST-73853,PROD-76493,2025-10-19,2,890.38,ONLINE,EAST,EUR,1780.76,3259,
ORD-2596444,CUST-16728,PROD-76386,2025-08-21,9999,0.0001,ONLINE,NORTH,EUR,1005.0,3260,out_of_range
ORD-5380082,CUST-69828,PROD-65114,2024-08-11,3,350.48,MOBILE  , WEST ,  EUR,1051.44,3261,whitespace_corruption
ORD-9558171,CUST-72543,PROD-46354,2024-07-15,--,--,STORE,NORTH,EUR,2062.56,3262,type_mismatch
ORD-3938373,CUST-58067,PROD-93174,2026-01-31,1,554.19,STORE,WEST,EUR,554.19,3263,
ORD-5651834,,,,-4.0,408.05,STORE,SOUTH,EUR,-1632.2,3264,negative_values|nulls
ORD-8004680,CUST-72504,PROD-67834,2025-09-29,3,562.2,STORE,NORTH,EUR,1686.6,3265,
ORD-7855061,,,,1,109.69,STORE,WEST,EUR,109.69,3266,nulls
ORD-8859232,CUST-18534,PROD-55599,2025-11-10,3,930.95,STORE,SOUTH,GBP,2792.85,3267,
ORD-7587810,CUST-99108,PROD-20684,2026-02-15,3,742.39,MOBILE,SOUTH,EUR,2227.17,3268,
ORD-7611538,CUST-43660,PROD-18130,2024-08-05,2,629.56,ONLINE,SOUTH,USD,1259.12,3269,duplicates
ORD_9755102,cust61278,PROD-97802,2026-02-11,1,28.71,ONLINE,NORTH,EUR,28.71,3270,format_violation
ORD-5115499,CUST-51191,PROD-32012,2026-01-11,2,584.32,MOBILE,WEST,EUR,1168.64,3271,
ORD-5725740,CUST-48689,PROD-55228,2026-03-23,2,457.83,STORE,SOUTH,EUR,418.5,3272,revenue_inconsistency
ORD-5462334,CUST-34248,PROD-56398,2025-10-15,3,561.49,ONLINE  , NORTH ,EUR ,1684.47,3273,whitespace_corruption
ORD-6774726,CUST-50224,PROD-77290,2025-01-04,2,288.88,ONLINE,WEST,EUR,577.76,3274,
ORD-6264688,CUST-41436,PROD-66491,2026-04-01,2,311.63,ONLINE,SOUTH,EUR,623.26,3275,
ORD-7283903,CUST-62401,PROD-58197,2026-03-27,1,613.33,MOBILE,WEST,EUR,613.33,3276,
ORD-9612840,CUST-89172,PROD-55880,2025-07-19,2,155.62,MOBILE,NORTH,USD,311.24,3277,
ORD-6052392,CUSTOMER-GHOST0915,PRODUCT-GHOST0915,2026-02-27,2,936.48,MOBILE,EAST,EUR,1872.96,3278,referential_break
ORD-6502132,CUST-21628,PROD-18816,2026-04-22,9999,0.0001,ONLINE,NORTH,EUR,424.29,3279,duplicates|future_date|out_of_range
ORD-1023093,CUST-47476,PROD-33617,2025-11-04,1,413.36,ONLINE,WEST,EUR,413.36,3280,
ORD-8014944,CUST-76993,PROD-88031,2025-12-17,4,206.04,STORE,WEST,EUR,824.16,3281,duplicates
ORD-5649554,CUST-67875,PROD-73170,2026-02-21,5,394.01,ONLINE,SOUTH,EUR,1970.05,3282,
ORD-4962517,CUST-41309,PROD-92697,2026-04-04,1,843.64,ONLINE,SOUTH,EUR,122.6,3283,revenue_inconsistency
ORD-6982471,CUST-39503,PROD-45801,2025-02-27,2,282.13,STORE,NORTH,EUR,564.26,3284,
ORD-1633381,CUST-89484,PROD-64478,2025-05-01,2,485.64,MOBILE,WEST,USD,971.28,3285,
ORD-7780791,CUST-58735,PROD-16960,2025-06-15,5,913.12,STORE,NORTH,EUR,2000.04,3286,revenue_inconsistency
ORD-4779082,CUST-28457,PROD-64369,2026-03-10,3,207.4,ONLINE,WEST,GBP,622.2,3287,
ORD-3596667,CUST-96998,PROD-15550,2026-03-16,2,247.39,MOBILE,NORTH,EUR,494.78,3288,
ORD-8002528,CUST-81077,PROD-50086,2026-03-07,1,213.8,STORE,NORTH,USD,213.8,3289,duplicates
ORD-7326694,CUST-89020,PROD-31292,2024-01-02,6,105.79, STORE ,SOUTH  ,EUR ,634.74,3290,whitespace_corruption
ORD-7791570,CUST-64520,PROD-18658,2026-03-06,2,792.23,  STORE,NORTH  , EUR ,1584.46,3291,whitespace_corruption
ORD-3232685,CUST-79071,PROD-24438,2025-05-05,2,388.07,ONLINE,SOUTH,USD,776.14,3292,
ORD-7510972,,,,4,134.38,STORE,NORTH,EUR,537.52,3293,nulls
ORD-4826700,CUST-71279,PROD-43254,2024-02-20,3,778.22,MOBILE,EAST,USD,2334.66,3294,
ORD-7037896,CUST-14549,PROD-16960,2024-07-02,1,923.23,MOBILE,SOUTH,EUR,923.23,3295,
ORD-7634798,CUST-98535,PROD-79744,2026-01-13,1,160.3,ONLINE,SOUTH,EUR,160.3,3296,
ORD-9139811,CUST-79553,PROD-45098,2025-12-16,N/A,N/A,ONLINE,WEST,EUR,405.01,3297,type_mismatch
ORD-8624929,CUST-52893,PROD-82497,2025-09-07,2,143.76,MOBILE,EAST,EUR,287.52,3298,
ORD-1450165,CUST-37627,PROD-77290,2024-01-02,-1.0,247.83,MOBILE,NORTH,EUR,-247.83,3299,negative_values
ORD-8841589,CUST-92886,PROD-92465,2024-01-02,???,--,ONLINE,EAST,EUR,256.07,3300,type_mismatch
ORD-8685611,CUST-78927,PROD-18130,2026-01-31,3,605.26,ONLINE,EAST,GBP,1815.78,3301,
ORD-4936813,CUST-26090,PROD-13076,2026-01-19,3,741.85,MOBILE,EAST,GBP,2225.55,3302,
ORD-3962400,CUST-60448,PROD-33851,2024-01-02,2,601.85,STORE,EAST,EUR,1203.7,3303,
ORD-7026717,CUST-35075,PROD-50769,2025-08-01,1,585.75,STORE,WEST,EUR,585.75,3304,
ORD-5473790,CUST-68667,PROD-17033,2026-03-16,2,173.14,STORE,WEST,EUR,141.8,3305,duplicates|revenue_inconsistency
ORD-4257817,CUST-17576,PROD-45974,2025-10-30,-2.0,868.57,MOBILE,EAST,USD,-1737.14,3306,duplicates|negative_values
ORD-3212128,CUST-57936,PROD-68962,2026-03-25,1,830.02,STORE,SOUTH,USD,830.02,3307,
ORD-8078642,CUST-81968,PROD-33851,2025-01-23,1,638.03,MOBILE,WEST,EUR,638.03,3308,
ORD-2210789,CUST-28457,PROD-33872,2026-02-21,4,92.3,STORE,NORTH,EUR,369.2,3309,
ORD-8813109,CUST-32768,PROD-49754,2024-12-23,1,434.19,STORE,WEST,GBP,434.19,3310,duplicates
ORD-1767405,CUST-40651,PROD-79527,2027-03-28,2,326.11,ONLINE,EAST,EUR,652.22,3311,future_date
ORD-4126723,CUST-94402,PROD-29484,2025-03-05,2,33.71,ONLINE,NORTH,EUR,11.56,3312,revenue_inconsistency
ORD-1270379,CUST-27344,PROD-62522,2025-04-19,9999,0.0001,ONLINE,SOUTH,EUR,1420.16,3313,out_of_range
ORD-3404646,CUST-54952,PROD-67132,2025-12-16,1,388.86,ONLINE,EAST,GBP,388.86,3314,
ORD-4090067,CUST-67819,PROD-85574,2025-05-16,9999,0.0001,ONLINE,WEST,GBP,139.54,3315,out_of_range
ORD-3667575,CUST-71495,PROD-34027,2025-07-24,2,296.1,ONLINE,EAST,EUR,592.2,3316,
ORD-9373410,CUSTOMER-GHOST0934,PRODUCT-GHOST0934,2025-02-21,3,229.36,MOBILE,EAST,USD,166.88,3317,referential_break|revenue_inconsistency
ORD-9892496,CUST-10155,PROD-45551,2026-04-06,1,636.86,STORE,WEST,GBP,636.86,3318,
ORD-5460563,CUST-73083,PROD-58112,2025-08-20,2,623.54,STORE,EAST,EUR,1247.08,3319,
ORD-8684441,CUST-47476,PROD-33258,2026-03-21,1,374.16,ONLINE,WEST,USD,374.16,3320,
ord3189318,cust85687,PROD-12986,2025-09-15,1,733.9,ONLINE,WEST,EUR,733.9,3321,format_violation
ORD-6358309,CUST-30593,PROD-36408,2025-12-11,5,346.51,ONLINE,NORTH,EUR,1732.55,3322,
ORD-6835717,CUST-49098,PROD-77224,2025-12-13,4,326.72,STORE,NORTH,EUR,1306.88,3323,
ORD-3323285,CUST-77121,PROD-58649,2025-06-30,1,721.13,ONLINE  , SOUTH ,EUR  ,721.13,3324,whitespace_corruption
ORD-4251159,CUST-31777,PROD-34299,2025-12-08,2,141.51,STORE,SOUTH,EUR,283.02,3325,
ORD-7579161,,,,9999,0.0001,STORE,EAST,GBP,284.46,3326,nulls|out_of_range
ORD-7328153,CUST-38951,PROD-99036,2025-07-05,2,233.02,ONLINE ,NORTH  ,  EUR,466.04,3327,whitespace_corruption
ORD-3422464,CUST-16390,PROD-52526,2026-12-25,1,650.85,STORE,WEST,USD,650.85,3328,future_date
ORD-2839656,CUST-31761,PROD-60092,2025-08-12,1,63.71,ONLINE,NORTH,EUR,63.71,3329,
ORD-3442079,CUST-26268,PROD-44997,2026-03-19,1,150.74,STORE,SOUTH,EUR,150.74,3330,
ORD-7456361,CUST-33147,PROD-68069,2025-08-21,6,439.04,STORE,NORTH,USD,2634.24,3331,
ORD-1559091,CUST-98543,PROD-36414,2025-07-15,1,649.52,ONLINE,EAST,GBP,649.52,3332,
ORD-6469478,CUST-53782,PROD-29484,2024-11-15,4,30.96,MOBILE,EAST,EUR,123.84,3333,
ORD-3256653,CUST-80350,PROD-15450,2027-03-08,2,1144.0,ONLINE,NORTH,EUR,2288.0,3334,future_date
ORD-3896229,CUST-35182,PROD-77455,2025-12-10,6,48.77,ONLINE,WEST,EUR,292.62,3335,
ORD-3707557,CUST-53800,PROD-26587,2025-03-27,3,392.52,MOBILE,SOUTH,USD,237.97,3336,revenue_inconsistency
ORD-7973757,CUST-98925,PROD-15550,2025-06-20,3,268.55,MOBILE,SOUTH,GBP,805.65,3337,
ORD-5648863,CUST-46542,PROD-31292,2024-09-20,1,107.41,ONLINE,SOUTH,EUR,107.41,3338,duplicates
ORD-8794297,CUST-62047,PROD-23767,2025-09-28,2,370.07,MOBILE,EAST,GBP,740.14,3339,
ORD-3618434,CUST-52876,PROD-88439,2026-01-21,2,318.25,STORE,WEST,EUR,636.5,3340,
ORD-2188822,CUST-82085,PROD-29635,2026-01-28,2,261.37,STORE,EAST,USD,522.74,3341,
ORD-3770551,CUST-59609,PROD-85559,2026-01-01,6,480.27,MOBILE,WEST,USD,2881.62,3342,
ORD-5521458,CUST-39564,PROD-56265,2024-09-21,2,70.85,STORE,WEST,USD,141.7,3343,
ORD-3067805,CUST-58093,PROD-20127,2025-04-02,2,551.28,ONLINE,WEST,EUR,1102.56,3344,
ORD-5391407,CUST-66178,PROD-58182,2025-12-11,1,417.93,ONLINE,SOUTH,EUR,417.93,3345,
ORD-7710197,CUST-21836,PROD-97472,2024-11-18,1,412.3,ONLINE,EAST,EUR,412.3,3346,
ORD-1785052,CUST-21327,PROD-31808,2026-02-16,3,593.56,ONLINE,EAST,EUR,1780.68,3347,
ORD-6502981,CUST-57051,PROD-28411,2024-04-12,1,648.18,STORE,NORTH,EUR,648.18,3348,
ORD-5052136,CUST-93540,PROD-85559,2026-03-10,1,470.96,STORE,EAST,USD,470.96,3349,
ORD-5167952,CUST-91843,PROD-98012,2024-08-18,1,1224.89,ONLINE,SOUTH,USD,1224.89,3350,
ORD-9431303,CUST-52867,PROD-55105,2026-01-20,1,473.22,STORE,EAST,EUR,473.22,3351,
ORD-3159459,CUST-20808,PROD-60887,2025-03-28,1,637.06,ONLINE,EAST,EUR,637.06,3352,
ORD-5575822,CUST-12927,PROD-53256,2026-03-13,1,232.31,ONLINE,EAST,EUR,232.31,3353,
ORD-3868672,CUST-22373,PROD-94068,2025-12-23,1,469.73,ONLINE,EAST,EUR,469.73,3354,
ORD-8366618,CUST-25620,PROD-43061,2026-02-14,1,777.25,STORE,EAST,EUR,777.25,3355,
ORD-1274186,,,,3,465.21,ONLINE,EAST,EUR,1395.63,3356,nulls
ORD-1583182,CUST-90367,PROD-64731,2027-03-28,2,315.28,ONLINE,EAST,EUR,630.56,3357,future_date
ORD-9113807,CUST-74300,PROD-90090,2025-11-28,,--,ONLINE,NORTH,EUR,-18.42,3358,duplicates|negative_values|type_mismatch
ORD-4708232,CUST-77018,PROD-66491,2026-03-17,2,288.43,MOBILE,WEST,EUR,576.86,3359,
ORD-4080248,CUST-45780,PROD-24125,2025-09-13,1,355.25,ONLINE,EAST,EUR,355.25,3360,
ord4894658,CUST_94591,PROD-90369,2024-01-02,3,211.86,STORE,EAST,GBP,635.58,3361,format_violation
ORD-6501974,CUST-41810,PROD-71030,2025-12-26,1,319.69,MOBILE,NORTH,EUR,319.69,3362,
ORD-7003036,CUST-82181,PROD-50129,2024-01-02,3,312.13,ONLINE,SOUTH,GBP,936.39,3363,
ORD-1735758,CUST-68655,PROD-38679,2025-07-24,null,???,ONLINE,SOUTH,USD,254.08,3364,type_mismatch
ORD-9337844,CUST-73058,PROD-67218,2025-12-16,1,189.13,MOBILE,NORTH,EUR,189.13,3365,
ORD-2312861,CUST-44595,PROD-72345,2025-04-19,2,430.81,STORE,EAST,EUR,861.62,3366,
ORD-8752209,CUST-64357,PROD-89964,2026-03-27,4,111.11,ONLINE,WEST,EUR,444.44,3367,
ORD-9875441,CUST-15394,PROD-48093,2025-03-03,2,117.74,ONLINE,NORTH,GBP,235.48,3368,
ORD-1901302,CUST-48988,PROD-37391,2025-09-01,4,62.3,ONLINE,WEST,EUR,249.2,3369,
ORD-3263200,CUST-17420,PROD-19384,2025-11-07,6,515.17,MOBILE,SOUTH,EUR,3091.02,3370,
ORD-5264319,CUST-64857,PROD-83759,2025-04-30,1,726.75,MOBILE,NORTH,USD,726.75,3371,
ORD-1537200,CUST-59777,PROD-76386,2025-12-19,1,191.99,STORE,SOUTH,EUR,191.99,3372,
ord2791390,CUST_37280,PROD-85380,2027-03-14,3,133.15,ONLINE,SOUTH,EUR,399.45,3373,format_violation|future_date
ORD-4467848,CUSTOMER-GHOST1343,PRODUCT-GHOST1343,2024-09-24,3,525.56,MOBILE,SOUTH,GBP,1576.68,3374,referential_break
ORD-3921285,CUST-89801,PROD-50698,2026-02-17,1,467.0,ONLINE,WEST,GBP,467.0,3375,
ORD-8574356,CUST-81406,PROD-53578,2025-11-29,9999,0.0001,STORE,WEST,EUR,1374.56,3376,out_of_range
ORD-2217272,CUST-14712,PROD-64435,2025-02-27,-1.0,545.65,STORE,NORTH,EUR,-545.65,3377,negative_values
ORD-2882051,CUST-10034,PROD-56347,2026-03-10,1,426.53,STORE,NORTH,USD,426.53,3378,
ORD-8782513,CUST-61917,PROD-64731,2026-01-27,5,287.42,ONLINE,SOUTH,EUR,1437.1,3379,
ORD-2735522,CUST-43255,PROD-77224,2025-11-26,1,353.11,MOBILE,WEST,USD,353.11,3380,
ORD-7762451,CUST-48578,PROD-80728,2026-01-19,1,172.44,ONLINE,EAST,EUR,172.44,3381,
ORD-4569155,CUST-43259,PROD-88439,2025-10-24,-3.0,337.85,ONLINE,EAST,USD,-1013.55,3382,negative_values
ORD-4531293,CUST-58100,PROD-28511,2025-03-24,1,346.79,ONLINE,WEST,EUR,346.79,3383,
ORD-8616621,CUST-38277,PROD-20811,2025-02-02,2,303.09,STORE,SOUTH,EUR,606.18,3384,
ORD-2087428,CUST-25454,PROD-72345,2024-01-02,1,441.0,ONLINE,NORTH,EUR,441.0,3385,
ORD-3132539,CUST-33622,PROD-39429,2025-12-12,4,147.29,STORE,WEST,USD,589.16,3386,
ORD-5551835,CUST-96401,PROD-30875,2026-01-26,3,704.81,MOBILE,SOUTH,USD,2114.43,3387,
ORD-3036187,CUST-11074,PROD-44974,2026-04-30,2,572.77,MOBILE,SOUTH,EUR,1145.54,3388,future_date
ORD-4068894,CUST-62721,PROD-24108,2025-11-26,4,416.38,STORE,SOUTH,EUR,1665.52,3389,duplicates
ORD-8856737,CUST-55418,PROD-54903,2025-11-07,3,40.66,ONLINE,EAST,USD,121.98,3390,
ORD-1385612,CUST-56116,PROD-25919,2024-09-20,1,524.76,MOBILE,NORTH,GBP,524.76,3391,
ORD-8601663,CUST-59252,PROD-13351,2025-11-17,2,382.36,MOBILE,NORTH,EUR,764.72,3392,
ord2255036,nan,,,2,166.27,MOBILE,NORTH,EUR,332.54,3393,format_violation|nulls
ORD-6505385,CUST-87391,PROD-99296,2026-01-15,1,103.46,ONLINE,WEST,EUR,103.46,3394,
ord8173183,cust85014,PROD-30728,2026-04-06,3,302.25,MOBILE,NORTH,EUR,906.75,3395,format_violation
ORD-9869527,CUST-69101,PROD-38679,2025-03-25,1,297.41,STORE,WEST,EUR,297.41,3396,
ORD-2792460,CUST-51540,PROD-50418,2026-01-29,2,925.57,ONLINE,SOUTH,USD,1851.14,3397,
ORD-5788953,CUST-49584,PROD-47034,2026-04-06,4,664.07,STORE,EAST,EUR,2656.28,3398,
ORD-4956617,CUST-77340,PROD-25471,2026-02-02,2,351.43,MOBILE,WEST,USD,702.86,3399,
ORD-5239389,CUST-99490,PROD-92861,2025-09-03,N/A,--,ONLINE,NORTH,USD,1791.68,3400,type_mismatch
ORD-8887071,CUST-62401,PROD-90033,2025-12-07,1,576.15,ONLINE,SOUTH,GBP,576.15,3401,
ORD-2173476,CUST-29704,PROD-54999,2025-07-22,2,530.78,MOBILE,NORTH,EUR,1061.56,3402,
ORD-7541203,CUST-12034,PROD-35857,2025-11-04,3,600.13,STORE,SOUTH,EUR,1800.39,3403,
ORD-6067599,CUST-47261,PROD-58058,2025-12-12,3,550.91,MOBILE,NORTH,EUR,1652.73,3404,
ORD-1649131,CUST-49583,PROD-85206,2025-09-01,2,464.63,ONLINE,WEST,EUR,929.26,3405,
ORD-9654330,CUST-29558,PROD-45974,2025-02-10,3,812.15,STORE,SOUTH,USD,2436.45,3406,
ORD-5455403,CUST-43259,PROD-55679,2026-03-12,-3.0,222.19,MOBILE,EAST,EUR,-666.57,3407,negative_values
ORD-3164716,CUST-60482,PROD-76386,2025-12-17,9999,0.0001,ONLINE,NORTH,EUR,353.7,3408,out_of_range
ORD-2113911,CUSTOMER-GHOST1780,PRODUCT-GHOST1780,2026-02-14,N/A,null,ONLINE,SOUTH,EUR,690.16,3409,referential_break|revenue_inconsistency|type_mismatch
ORD-4064750,CUST-25859,PROD-95900,2024-11-05,1,899.12, ONLINE ,EAST , EUR ,899.12,3410,whitespace_corruption
ORD-7500779,CUST-38698,PROD-56246,2025-12-15,3,374.79,STORE,WEST,GBP,1124.37,3411,
ORD-3751911,CUST-47015,PROD-91135,2025-08-08,1,645.37,ONLINE,SOUTH,GBP,645.37,3412,
ORD-8332173,CUST-72870,PROD-39109,2026-01-05,--,N/A,ONLINE,SOUTH,EUR,389.61,3413,type_mismatch
ORD-6989559,CUST-93540,PROD-93174,2026-02-18,1,639.2,STORE,NORTH,EUR,639.2,3414,
ORD-6860977,CUST-10029,PROD-34400,2026-02-20,2,172.56,MOBILE,EAST,GBP,345.12,3415,
ORD-4026162,CUST-87939,PROD-88031,2025-09-21,-4.0,192.27,ONLINE,SOUTH,GBP,-769.08,3416,negative_values
ORD-9664803,CUST-76955,PROD-19128,2026-01-20,1,392.46,STORE,NORTH,EUR,392.46,3417,
ORD-4666450,CUST-27992,PROD-41150,2025-10-04,2,29.18,STORE,EAST,EUR,58.36,3418,
ORD-7403494,CUST-41398,PROD-99036,2025-06-07,9999,0.0001,ONLINE,SOUTH,GBP,674.94,3419,out_of_range
ORD-6673990,CUST-29256,PROD-30728,2025-11-14,3,282.31,STORE,WEST,EUR,846.93,3420,
ORD-1030278,CUST-81702,PROD-43061,2026-01-16,2,699.5,  ONLINE,NORTH ,EUR ,1399.0,3421,whitespace_corruption
ORD-1974040,CUSTOMER-GHOST1798,PRODUCT-GHOST1798,2025-08-31,3,138.05,MOBILE,SOUTH,EUR,414.15,3422,referential_break
ORD-8730485,CUST-54210,PROD-36613,2026-01-22,1,450.71,STORE , SOUTH ,  EUR,450.71,3423,whitespace_corruption
ORD-9248110,CUST-34803,PROD-93688,2025-03-04,1,74.84,STORE,WEST,EUR,74.84,3424,
ord2387369,CUST_40829,PROD-34969,2026-01-31,-1.0,447.73,ONLINE,EAST,EUR,-447.73,3425,format_violation|negative_values
ORD-8035605,CUST-22012,PROD-50129,2025-08-04,2,307.18, ONLINE ,SOUTH ,  EUR,614.36,3426,whitespace_corruption
ORD-2209744,CUST-53800,PROD-54088,2025-04-19,1,1209.9,STORE,NORTH,EUR,1209.9,3427,
ORD-9100668,CUST-28420,PROD-68751,2024-01-02,1,133.78,ONLINE,SOUTH,EUR,133.78,3428,
ORD-7416577,CUST-30414,PROD-58182,2025-10-26,1,394.55,ONLINE,EAST,EUR,394.55,3429,duplicates
ORD-1597113,CUST-54211,PROD-52645,2024-10-26,n/a,N/A,ONLINE,NORTH,EUR,29.86,3430,out_of_range|type_mismatch
ORD-6139103,CUST-66167,PROD-55599,2025-12-30,4,1068.2,ONLINE,NORTH,EUR,4272.8,3431,duplicates
ORD-1412513,CUST-96956,PROD-28060,2026-04-06,-1.0,1044.62,STORE,NORTH,EUR,-1044.62,3432,negative_values
ORD-3883280,CUST-94776,PROD-99036,2026-04-03,2,224.13,STORE,NORTH,EUR,448.26,3433,
ORD-4176662,CUST-93525,PROD-34991,2025-10-26,3,160.71,ONLINE,EAST,EUR,482.13,3434,
ORD-5394220,CUST-14371,PROD-11587,2025-09-23,7,324.24,ONLINE,NORTH,EUR,2269.68,3435,
ORD-4850875,CUSTOMER-GHOST1436,PRODUCT-GHOST1436,2025-11-12,2,602.22,STORE,EAST,USD,1204.44,3436,referential_break
ORD-7727783,CUST-90773,PROD-35719,2026-01-15,5,365.18,ONLINE,EAST,GBP,1825.9,3437,
ORD-4376156,CUST-15454,PROD-76469,2025-08-13,9999,0.0001,ONLINE,EAST,EUR,1586.2,3438,out_of_range
ORD-5491180,CUST-51546,PROD-61072,2026-02-27,4,959.57,STORE,WEST,EUR,3838.28,3439,
ORD-5186464,CUST-11694,PROD-63743,2024-07-28,1,393.43,STORE,NORTH,USD,393.43,3440,duplicates
ORD-8492292,CUST-27947,PROD-99296,2026-02-10,-2.0,106.62,ONLINE,WEST,EUR,-213.24,3441,negative_values
ORD-8542986,CUST-75441,PROD-59111,2024-07-08,1,414.08,STORE,SOUTH,EUR,414.08,3442,
ORD-6976830,CUST-54068,PROD-46354,2025-05-26,5,627.12,ONLINE,NORTH,GBP,3135.6,3443,
ORD-6137691,CUST-45283,PROD-36414,2025-10-06,3,676.26,ONLINE,EAST,EUR,2028.78,3444,
ORD-3839028,CUST-42035,PROD-78558,2026-03-30,3,853.62,STORE,SOUTH,EUR,2560.86,3445,
ORD-7875702,CUST-31204,PROD-58197,2025-06-12,2,658.97,ONLINE,WEST,EUR,1317.94,3446,
ORD-7857531,,,,1,232.37,STORE,EAST,USD,232.37,3447,nulls
ORD-5585229,CUST-80925,PROD-42625,2026-03-20,1,541.0,MOBILE,WEST,EUR,541.0,3448,
ORD-2426420,CUST-79902,PROD-48293,2024-02-21,2,366.84,MOBILE,NORTH,GBP,733.68,3449,
ORD-7667304,CUST-83870,PROD-57728,2025-11-16,1,626.28,STORE,EAST,EUR,626.28,3450,
ORD-3230462,CUST-86790,PROD-38174,2026-04-06,1,972.81,ONLINE,SOUTH,USD,972.81,3451,
ORD-2456857,CUST-43609,PROD-36365,2025-09-08,9999,0.0001,STORE,SOUTH,EUR,41.07,3452,out_of_range
ORD-7676320,CUST-84319,PROD-81728,2025-06-17,2,23.27,STORE,NORTH,EUR,46.54,3453,
ORD-2949780,CUST-28118,PROD-55599,2024-11-11,3,1064.12,STORE,SOUTH,EUR,3192.36,3454,
ORD_3579939,cust64227,PROD-88677,2025-02-27,2,122.32,STORE,NORTH,EUR,244.64,3455,format_violation
ORD-3968578,CUST-51368,PROD-25919,2025-06-26,1,607.85,MOBILE,NORTH,GBP,607.85,3456,duplicates
ORD-6368097,CUST-27242,PROD-73170,2026-01-03,4,387.51,ONLINE,EAST,GBP,1550.04,3457,
ORD-6199616,CUST-29570,PROD-55528,2026-04-07,2,149.02,ONLINE,WEST,EUR,298.04,3458,
ORD-5429573,,,,5,61.11,STORE,NORTH,USD,305.55,3459,nulls
ORD-6456514,CUST-77925,PROD-64974,2025-12-11,2,459.95,MOBILE,WEST,EUR,919.9,3460,
ORD-6713341,CUST-51765,PROD-73696,2025-12-09,1,620.91,ONLINE,EAST,GBP,620.91,3461,
ORD-3636330,CUST-33631,PROD-16929,2025-05-29,2,261.16,MOBILE,NORTH,EUR,522.32,3462,
ORD-3429223,CUST-20875,PROD-96523,2024-01-02,1,514.59,STORE,NORTH,EUR,514.59,3463,
ORD-3782148,CUST-52021,PROD-65242,2026-01-28,1,868.62,ONLINE,WEST,GBP,868.62,3464,
ORD-7738278,CUST-77697,PROD-30024,2024-01-02,2,677.25,STORE,WEST,EUR,1354.5,3465,
